2025-05-22 11:19:58 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:46:00 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:46:00 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:46:00 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:46:00 | INFO     | employee_api.main:81 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:46:00 | INFO     | employee_api.main:82 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:46:00 | INFO     | employee_api.main:89 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [GET, OPTIONS, HEAD] /static/<path:filename>', 'index [GET, OPTIONS, HEAD] /', 'all_employees [GET, OPTIONS, HEAD] /employees', 'bench_employees [GET, OPTIONS, HEAD] /employees/bench', 'active_projects [GET, OPTIONS, HEAD] /employees/active_projects', 'completed_projects [GET, OPTIONS, HEAD] /employees/completed_projects', 'emoloyees_by_department [GET, OPTIONS, HEAD] /employees/by_department/<department>', 'emoloyees_by_designation [GET, OPTIONS, HEAD] /employees/by_designation/<designation>']
2025-05-22 21:46:00 | INFO     | employee_api.main:90 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:48:18 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:48:18 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:48:18 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:48:18 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:48:18 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:48:18 | INFO     | employee_api.main:81 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:48:18 | INFO     | employee_api.main:82 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:48:18 | INFO     | employee_api.main:89 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [HEAD, OPTIONS, GET] /static/<path:filename>', 'index [HEAD, OPTIONS, GET] /', 'all_employees [HEAD, OPTIONS, GET] /employees', 'bench_employees [HEAD, OPTIONS, GET] /employees/bench', 'active_projects [HEAD, OPTIONS, GET] /employees/active_projects', 'completed_projects [HEAD, OPTIONS, GET] /employees/completed_projects', 'emoloyees_by_department [HEAD, OPTIONS, GET] /employees/by_department/<department>', 'emoloyees_by_designation [HEAD, OPTIONS, GET] /employees/by_designation/<designation>']
2025-05-22 21:48:18 | INFO     | employee_api.main:90 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:49:02 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:49:02 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:49:02 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:49:02 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:49:02 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:49:02 | INFO     | employee_api.main:81 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:49:02 | INFO     | employee_api.main:82 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:49:02 | INFO     | employee_api.main:89 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [HEAD, OPTIONS, GET] /static/<path:filename>', 'index [HEAD, OPTIONS, GET] /', 'all_employees [HEAD, OPTIONS, GET] /employees', 'bench_employees [HEAD, OPTIONS, GET] /employees/bench', 'active_projects [HEAD, OPTIONS, GET] /employees/active_projects', 'completed_projects [HEAD, OPTIONS, GET] /employees/completed_projects', 'emoloyees_by_department [HEAD, OPTIONS, GET] /employees/by_department/<department>', 'emoloyees_by_designation [HEAD, OPTIONS, GET] /employees/by_designation/<designation>']
2025-05-22 21:49:02 | INFO     | employee_api.main:90 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:51:54 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:51:54 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:51:54 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:51:54 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:51:54 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:51:54 | INFO     | employee_api.main:94 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:51:54 | INFO     | employee_api.main:95 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:51:54 | INFO     | employee_api.main:102 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [GET, OPTIONS, HEAD] /static/<path:filename>', 'index [GET, OPTIONS, HEAD] /', 'all_employees [GET, OPTIONS, HEAD] /employees', 'bench_employees [GET, OPTIONS, HEAD] /employees/bench', 'active_projects [GET, OPTIONS, HEAD] /employees/active_projects', 'completed_projects [GET, OPTIONS, HEAD] /employees/completed_projects', 'emoloyees_by_department [GET, OPTIONS, HEAD] /employees/by_department/<department>', 'employees_by_designation [GET, OPTIONS, HEAD] /employees/by_designation/<designation>', 'employess_by_location [GET, OPTIONS, HEAD] /employees/by_location/<location>']
2025-05-22 21:51:54 | INFO     | employee_api.main:103 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:51:55 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:51:55 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:51:55 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:51:55 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:51:55 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:51:55 | INFO     | employee_api.main:94 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:51:55 | INFO     | employee_api.main:95 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:51:55 | INFO     | employee_api.main:102 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [GET, HEAD, OPTIONS] /static/<path:filename>', 'index [GET, HEAD, OPTIONS] /', 'all_employees [GET, HEAD, OPTIONS] /employees', 'bench_employees [GET, HEAD, OPTIONS] /employees/bench', 'active_projects [GET, HEAD, OPTIONS] /employees/active_projects', 'completed_projects [GET, HEAD, OPTIONS] /employees/completed_projects', 'emoloyees_by_department [GET, HEAD, OPTIONS] /employees/by_department/<department>', 'employees_by_designation [GET, HEAD, OPTIONS] /employees/by_designation/<designation>', 'employess_by_location [GET, HEAD, OPTIONS] /employees/by_location/<location>']
2025-05-22 21:51:55 | INFO     | employee_api.main:103 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:54:02 | INFO     | employee_api.main:85 | employess_by_location() | [Thread-2 (process_request_thread)] | API REQUEST [2404616254704]: employees by location endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-22 21:54:02 | INFO     | app.service.employee_service:129 | get_employees_by_location() | [Thread-2 (process_request_thread)] | API REQUEST: Filtering of employees by location specified from total 15 employees
2025-05-22 21:54:02 | INFO     | app.service.employee_service:132 | get_employees_by_location() | [Thread-2 (process_request_thread)] | API RESPONSE: Returning 0 employee records with specified location 'patan' projects
2025-05-22 21:54:02 | INFO     | employee_api.main:88 | employess_by_location() | [Thread-2 (process_request_thread)] | API RESPONSE [2404616254704]: Returning 0 employees by location with HTTP 200 status
2025-05-22 21:54:31 | INFO     | employee_api.main:85 | employess_by_location() | [Thread-3 (process_request_thread)] | API REQUEST [2404616254704]: employees by location endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-22 21:54:31 | INFO     | app.service.employee_service:129 | get_employees_by_location() | [Thread-3 (process_request_thread)] | API REQUEST: Filtering of employees by location specified from total 15 employees
2025-05-22 21:54:31 | INFO     | app.service.employee_service:132 | get_employees_by_location() | [Thread-3 (process_request_thread)] | API RESPONSE: Returning 0 employee records with specified location 'Patan' projects
2025-05-22 21:54:31 | INFO     | employee_api.main:88 | employess_by_location() | [Thread-3 (process_request_thread)] | API RESPONSE [2404616254704]: Returning 0 employees by location with HTTP 200 status
2025-05-22 21:54:48 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:54:48 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:54:48 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:54:48 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:54:48 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:54:48 | INFO     | employee_api.main:94 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:54:48 | INFO     | employee_api.main:95 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:54:48 | INFO     | employee_api.main:102 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [HEAD, GET, OPTIONS] /static/<path:filename>', 'index [HEAD, GET, OPTIONS] /', 'all_employees [HEAD, GET, OPTIONS] /employees', 'bench_employees [HEAD, GET, OPTIONS] /employees/bench', 'active_projects [HEAD, GET, OPTIONS] /employees/active_projects', 'completed_projects [HEAD, GET, OPTIONS] /employees/completed_projects', 'emoloyees_by_department [HEAD, GET, OPTIONS] /employees/by_department/<department>', 'employees_by_designation [HEAD, GET, OPTIONS] /employees/by_designation/<designation>', 'employess_by_location [HEAD, GET, OPTIONS] /employees/by_location/<location>']
2025-05-22 21:54:48 | INFO     | employee_api.main:103 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:55:03 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:55:03 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:55:03 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:55:03 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:55:03 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:55:03 | INFO     | employee_api.main:94 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:55:03 | INFO     | employee_api.main:95 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:55:03 | INFO     | employee_api.main:102 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [OPTIONS, HEAD, GET] /static/<path:filename>', 'index [OPTIONS, HEAD, GET] /', 'all_employees [OPTIONS, HEAD, GET] /employees', 'bench_employees [OPTIONS, HEAD, GET] /employees/bench', 'active_projects [OPTIONS, HEAD, GET] /employees/active_projects', 'completed_projects [OPTIONS, HEAD, GET] /employees/completed_projects', 'emoloyees_by_department [OPTIONS, HEAD, GET] /employees/by_department/<department>', 'employees_by_designation [OPTIONS, HEAD, GET] /employees/by_designation/<designation>', 'employess_by_location [OPTIONS, HEAD, GET] /employees/by_location/<location>']
2025-05-22 21:55:03 | INFO     | employee_api.main:103 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:55:39 | INFO     | employee_api.main:85 | employess_by_location() | [Thread-2 (process_request_thread)] | API REQUEST [2904138363232]: employees by location endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-22 21:55:39 | INFO     | app.service.employee_service:129 | get_employees_by_location() | [Thread-2 (process_request_thread)] | API REQUEST: Filtering of employees by location specified from total 15 employees
2025-05-22 21:55:39 | INFO     | app.service.employee_service:132 | get_employees_by_location() | [Thread-2 (process_request_thread)] | API RESPONSE: Returning 1 employee records with specified location 'Surat' projects
2025-05-22 21:55:39 | INFO     | employee_api.main:88 | employess_by_location() | [Thread-2 (process_request_thread)] | API RESPONSE [2904138363232]: Returning 1 employees by location with HTTP 200 status
2025-05-22 21:55:52 | INFO     | employee_api.main:85 | employess_by_location() | [Thread-3 (process_request_thread)] | API REQUEST [2904138363232]: employees by location endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-22 21:55:52 | INFO     | app.service.employee_service:129 | get_employees_by_location() | [Thread-3 (process_request_thread)] | API REQUEST: Filtering of employees by location specified from total 15 employees
2025-05-22 21:55:52 | INFO     | app.service.employee_service:132 | get_employees_by_location() | [Thread-3 (process_request_thread)] | API RESPONSE: Returning 1 employee records with specified location 'Patna' projects
2025-05-22 21:55:52 | INFO     | employee_api.main:88 | employess_by_location() | [Thread-3 (process_request_thread)] | API RESPONSE [2904138363232]: Returning 1 employees by location with HTTP 200 status
2025-05-22 21:56:17 | INFO     | employee_api.main:85 | employess_by_location() | [Thread-4 (process_request_thread)] | API REQUEST [2904138363232]: employees by location endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-22 21:56:17 | INFO     | app.service.employee_service:129 | get_employees_by_location() | [Thread-4 (process_request_thread)] | API REQUEST: Filtering of employees by location specified from total 15 employees
2025-05-22 21:56:17 | INFO     | app.service.employee_service:132 | get_employees_by_location() | [Thread-4 (process_request_thread)] | API RESPONSE: Returning 1 employee records with specified location 'Nagpur' projects
2025-05-22 21:56:17 | INFO     | employee_api.main:88 | employess_by_location() | [Thread-4 (process_request_thread)] | API RESPONSE [2904138363232]: Returning 1 employees by location with HTTP 200 status
2025-05-22 21:56:25 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:56:25 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:56:25 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:56:25 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:56:25 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:56:25 | INFO     | employee_api.main:94 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:56:25 | INFO     | employee_api.main:95 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:56:25 | INFO     | employee_api.main:102 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [GET, HEAD, OPTIONS] /static/<path:filename>', 'index [GET, HEAD, OPTIONS] /', 'all_employees [GET, HEAD, OPTIONS] /employees', 'bench_employees [GET, HEAD, OPTIONS] /employees/bench', 'active_projects [GET, HEAD, OPTIONS] /employees/active_projects', 'completed_projects [GET, HEAD, OPTIONS] /employees/completed_projects', 'emoloyees_by_department [GET, HEAD, OPTIONS] /employees/by_department/<department>', 'employees_by_designation [GET, HEAD, OPTIONS] /employees/by_designation/<designation>', 'employess_by_location [GET, HEAD, OPTIONS] /employees/by_location/<location>']
2025-05-22 21:56:25 | INFO     | employee_api.main:103 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:59:29 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:59:29 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:59:29 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:59:29 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:59:29 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:59:29 | INFO     | employee_api.main:94 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:59:29 | INFO     | employee_api.main:95 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:59:29 | INFO     | employee_api.main:102 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [HEAD, OPTIONS, GET] /static/<path:filename>', 'index [HEAD, OPTIONS, GET] /', 'all_employees [HEAD, OPTIONS, GET] /employees', 'bench_employees [HEAD, OPTIONS, GET] /employees/bench', 'active_projects [HEAD, OPTIONS, GET] /employees/active_projects', 'completed_projects [HEAD, OPTIONS, GET] /employees/completed_projects', 'emoloyees_by_department [HEAD, OPTIONS, GET] /employees/by_department/<department>', 'employees_by_designation [HEAD, OPTIONS, GET] /employees/by_designation/<designation>', 'employess_by_location [HEAD, OPTIONS, GET] /employees/by_location/<location>']
2025-05-22 21:59:29 | INFO     | employee_api.main:103 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-22 21:59:31 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-22 21:59:31 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-22 21:59:31 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-22 21:59:31 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-22 21:59:31 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-22 21:59:31 | INFO     | employee_api.main:94 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-22 21:59:31 | INFO     | employee_api.main:95 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-22 21:59:31 | INFO     | employee_api.main:102 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [HEAD, OPTIONS, GET] /static/<path:filename>', 'index [HEAD, OPTIONS, GET] /', 'all_employees [HEAD, OPTIONS, GET] /employees', 'bench_employees [HEAD, OPTIONS, GET] /employees/bench', 'active_projects [HEAD, OPTIONS, GET] /employees/active_projects', 'completed_projects [HEAD, OPTIONS, GET] /employees/completed_projects', 'emoloyees_by_department [HEAD, OPTIONS, GET] /employees/by_department/<department>', 'employees_by_designation [HEAD, OPTIONS, GET] /employees/by_designation/<designation>', 'employess_by_location [HEAD, OPTIONS, GET] /employees/by_location/<location>']
2025-05-22 21:59:31 | INFO     | employee_api.main:103 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-23 09:44:12 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-23 09:44:12 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-23 09:44:12 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-23 09:44:12 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-23 09:44:12 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-23 09:44:12 | INFO     | employee_api.main:94 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-23 09:44:12 | INFO     | employee_api.main:95 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-23 09:44:12 | INFO     | employee_api.main:102 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [HEAD, GET, OPTIONS] /static/<path:filename>', 'index [HEAD, GET, OPTIONS] /', 'all_employees [HEAD, GET, OPTIONS] /employees', 'bench_employees [HEAD, GET, OPTIONS] /employees/bench', 'active_projects [HEAD, GET, OPTIONS] /employees/active_projects', 'completed_projects [HEAD, GET, OPTIONS] /employees/completed_projects', 'emoloyees_by_department [HEAD, GET, OPTIONS] /employees/by_department/<department>', 'employees_by_designation [HEAD, GET, OPTIONS] /employees/by_designation/<designation>', 'employess_by_location [HEAD, GET, OPTIONS] /employees/by_location/<location>']
2025-05-23 09:44:12 | INFO     | employee_api.main:103 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-26 09:31:03 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-26 09:31:03 | INFO     | app.service.employee_service:17 | load_employees() | [MainThread] | DATA LOAD: Successfully read 15 employee records from JSON file
2025-05-26 09:31:03 | INFO     | app.service.employee_service:26 | load_employees() | [MainThread] | DATA SAMPLE: First record structure: {'emp_id': 'E101', 'name': 'Amit Sharma', 'department': 'Finance', 'salary': '******', 'designation': 'Analyst', 'location': 'Delhi', 'dob': '****-**-**', 'projects': []}
2025-05-26 09:31:03 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-26 09:31:03 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-26 09:31:03 | INFO     | employee_api.main:104 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-26 09:31:03 | INFO     | employee_api.main:105 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-26 09:31:03 | INFO     | employee_api.main:112 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [HEAD, GET, OPTIONS] /static/<path:filename>', 'index [HEAD, GET, OPTIONS] /', 'all_employees [HEAD, GET, OPTIONS] /employees', 'bench_employees [HEAD, GET, OPTIONS] /employees/bench', 'active_projects [HEAD, GET, OPTIONS] /employees/active_projects', 'completed_projects [HEAD, GET, OPTIONS] /employees/completed_projects', 'emoloyees_by_department [HEAD, GET, OPTIONS] /employees/by_department/<department>', 'employees_by_designation [HEAD, GET, OPTIONS] /employees/by_designation/<designation>', 'employess_by_location [HEAD, GET, OPTIONS] /employees/by_location/<location>', 'employess_by_salary_range [HEAD, GET, OPTIONS] /employees/salary_range/<int:min>/<int:max>']
